,CATEGORY,START,STOP,MILES,PURPOSE,DRIVER_RATING,FARE_AMOUNT,PASSENGER_COUNT,PAYMENT_METHOD,CAR_TYPE,TRIP_TYPE,TRIP_DATE,YEAR,MONTH_NAME,DAY_OF_WEEK_NAME,DAY_OF_MONTH
589,Business,South Rachel,Spencerberg,6.44,Meal/Entertain,4.5,24.05,2,Uber Credit,Premium,One-Way,2025-01-20,2025,January,Monday,20
590,Business,Tarabury,South Curtis,15.72,Commute,4.0,43.56,4,Uber Credit,Economy,One-Way,2021-03-24,2021,March,Wednesday,24
592,Business,East Evelyn,East Evelyn,19.79,Meeting,4.7,24.36,2,Cash,SUV,Round-Trip,2023-06-27,2023,June,Tuesday,27
593,Personal,East Jessicabury,East Jessicabury,18.34,Customer Visit,5.0,25.87,4,Cash,Premium,Round-Trip,2024-06-14,2024,June,Friday,14
594,Personal,North Raymond,North Raymond,25.38,Meeting,3.3,37.73,4,Card,Economy,Round-Trip,2020-02-24,2020,February,Monday,24
595,Business,Hopkinsview,UNKOWN,9.9,Customer Visit,4.0,8.7,3,Cash,Premium,Unknown,2021-07-23,2021,July,Friday,23
596,Personal,Tarabury,Tarabury,12.3,Commute,4.8,15.9,4,Cash,Economy,Round-Trip,2024-05-02,2024,May,Thursday,2
597,Personal,Nathanland,Knighthaven,5.21,Errand/Supplies,5.5,28.17,2,Card,Economy,One-Way,2020-02-29,2020,February,Saturday,29
598,Personal,Rodriguezberg,Rodriguezberg,10.56,Commute,4.5,43.0,1,Uber Credit,Premium,Round-Trip,2022-09-21,2022,September,Wednesday,21
599,Business,Marioburgh,Marioburgh,18.77,Meal/Entertain,4.1,17.62,3,Uber Credit,Premium,Round-Trip,2020-09-01,2020,September,Tuesday,1
600,Business,Cooperview,New Jamesshire,22.57,Meal/Entertain,4.4,3.15,4,Uber Credit,Premium,One-Way,2021-08-18,2021,August,Wednesday,18
601,Personal,New Dylanburgh,New Dylanburgh,5.78,Meeting,5.2,34.3,4,Card,Economy,Round-Trip,2022-04-19,2022,April,Tuesday,19
602,Business,North Ashleyborough,West Stacey,23.7,Meeting,4.2,15.47,4,Card,Economy,One-Way,2024-11-07,2024,November,Thursday,7
603,Personal,East Beverlyport,East Beverlyport,28.56,Meal/Entertain,4.1,7.16,2,Cash,SUV,Round-Trip,2021-11-29,2021,November,Monday,29
604,Business,Michelleberg,Michelleberg,19.13,Meal/Entertain,4.3,15.63,3,Uber Credit,SUV,Round-Trip,2024-06-04,2024,June,Tuesday,4
605,Personal,Willisview,Willisview,33.77,Meal/Entertain,4.0,22.23,2,Card,SUV,Round-Trip,2024-02-02,2024,February,Friday,2
606,Personal,Brandonville,Port Adamtown,7.26,Customer Visit,4.6,15.93,3,Card,Economy,One-Way,2021-12-29,2021,December,Wednesday,29
607,Personal,Lake Randallmouth,Lake Randallmouth,2.55,Commute,5.3,8.08,1,Card,SUV,Round-Trip,2023-11-11,2023,November,Saturday,11
608,Personal,Andersonport,Andersonport,-2.79,Customer Visit,4.7,38.46,2,Cash,Premium,Round-Trip,2020-12-05,2020,December,Saturday,5
609,Personal,Torresville,Torresville,29.96,Errand/Supplies,4.4,44.12,2,Card,Premium,Round-Trip,2021-05-28,2021,May,Friday,28
610,Personal,Lynnport,Lynnport,21.54,Customer Visit,4.4,34.77,1,Uber Credit,Premium,Round-Trip,2021-06-15,2021,June,Tuesday,15
611,Personal,Meganstad,Meganstad,14.44,Meal/Entertain,3.7,7.93,3,Card,SUV,Round-Trip,2024-08-03,2024,August,Saturday,3
612,Personal,East Sarahton,East Sarahton,17.8,Customer Visit,4.9,21.98,4,Card,Premium,Round-Trip,2020-01-02,2020,January,Thursday,2
613,Personal,East Sarahton,East Sarahton,3.75,Meeting,4.5,24.9,1,Cash,Economy,Round-Trip,2022-04-13,2022,April,Wednesday,13
614,Personal,Rebeccatown,Stevenberg,39.46,Meal/Entertain,4.4,33.98,4,Uber Credit,Economy,One-Way,2020-02-08,2020,February,Saturday,8
616,Business,Lake Matthewburgh,Lake Matthewburgh,16.09,Customer Visit,4.6,13.99,1,Uber Credit,Premium,Round-Trip,2022-06-29,2022,June,Wednesday,29
617,Business,Carterstad,Carterstad,22.26,Meal/Entertain,4.1,26.23,3,Card,Economy,Round-Trip,2021-04-26,2021,April,Monday,26
618,Business,Jessicaborough,Nicolehaven,19.81,Meeting,4.3,31.86,4,Cash,Premium,One-Way,2024-08-25,2024,August,Sunday,25
619,Personal,Seanburgh,Seanburgh,17.24,Meeting,5.1,46.84,1,Uber Credit,Economy,Round-Trip,2021-03-10,2021,March,Wednesday,10
621,Business,South Amanda,South Amanda,19.71,Meal/Entertain,3.8,36.84,2,Cash,SUV,Round-Trip,2022-05-14,2022,May,Saturday,14
622,Business,Gavinfurt,Gavinfurt,33.82,Commute,5.0,26.26,2,Uber Credit,Economy,Round-Trip,2023-01-08,2023,January,Sunday,8
623,Business,Cannonview,UNKOWN,284.5,Errand/Supplies,4.2,46.16,1,Cash,SUV,Unknown,2023-07-12,2023,July,Wednesday,12
624,Personal,South Moniquemouth,South Moniquemouth,30.93,Meeting,5.4,31.15,2,Cash,SUV,Round-Trip,2020-10-20,2020,October,Tuesday,20
625,Personal,West Jonathan,West Jonathan,9.89,Errand/Supplies,5.0,12.08,4,Card,Economy,Round-Trip,2020-01-10,2020,January,Friday,10
626,Personal,Robertchester,Faulknermouth,5.1,Commute,4.3,46.05,2,Cash,Premium,One-Way,2021-03-02,2021,March,Tuesday,2
627,Business,Michaelview,Michaelview,13.74,Customer Visit,5.1,35.47,2,Card,SUV,Round-Trip,2021-01-12,2021,January,Tuesday,12
628,Business,Anthonyland,Anthonyland,15.56,Meeting,4.5,18.35,4,Uber Credit,Premium,Round-Trip,2021-04-21,2021,April,Wednesday,21
629,Personal,Holtside,Holtside,25.94,Errand/Supplies,4.9,17.81,2,Uber Credit,Premium,Round-Trip,2025-01-10,2025,January,Friday,10
630,Business,South Katelynmouth,UNKOWN,-1.92,Meeting,4.7,29.45,4,Cash,SUV,Unknown,2021-02-05,2021,February,Friday,5
631,Personal,Maryview,Maryview,30.3,Errand/Supplies,4.1,31.95,2,Uber Credit,Premium,Round-Trip,2020-09-28,2020,September,Monday,28
632,Business,Josebury,Josebury,13.42,Meal/Entertain,4.2,27.96,4,Card,Premium,Round-Trip,2020-10-12,2020,October,Monday,12
633,Personal,Dorseystad,Dorseystad,10.73,Meal/Entertain,5.0,29.67,2,Card,SUV,Round-Trip,2022-07-25,2022,July,Monday,25
634,Business,Simsside,Josephtown,4.88,Customer Visit,4.3,50.5,4,Card,SUV,One-Way,2022-07-05,2022,July,Tuesday,5
635,Business,Sarahview,Sarahview,-1.55,Commute,4.3,41.07,1,Cash,Premium,Round-Trip,2021-09-15,2021,September,Wednesday,15
636,Personal,Lake Pamela,Lake Kristine,23.23,Meeting,4.0,27.86,4,Cash,Premium,One-Way,2022-10-01,2022,October,Saturday,1
637,Business,West Karenview,Lopezstad,15.73,Commute,4.7,39.12,2,Cash,Premium,One-Way,2020-06-15,2020,June,Monday,15
638,Business,Harmonland,North Kathrynton,2.1,Errand/Supplies,5.5,9.51,2,Card,Economy,One-Way,2021-09-15,2021,September,Wednesday,15
639,Personal,Collinsbury,Collinsbury,2.05,Customer Visit,4.0,30.97,3,Card,Economy,Round-Trip,2021-08-28,2021,August,Saturday,28
641,Personal,Port Stefanieside,Janetport,31.69,Meal/Entertain,5.2,21.73,1,Card,SUV,One-Way,2025-03-01,2025,March,Saturday,1
642,Business,New Daniel,New Daniel,12.4,Customer Visit,4.5,12.29,4,Cash,Economy,Round-Trip,2022-11-28,2022,November,Monday,28
643,Business,New Emily,New Emily,-0.3,Meeting,4.7,15.22,4,Cash,Economy,Round-Trip,2024-04-16,2024,April,Tuesday,16
644,Personal,South Carlos,South Carlos,12.54,Commute,4.0,8.66,1,Cash,Premium,Round-Trip,2021-05-15,2021,May,Saturday,15
645,Personal,Nicoleland,Mckinneychester,12.27,Errand/Supplies,4.7,13.23,4,Cash,Economy,One-Way,2021-11-08,2021,November,Monday,8
646,Personal,Lake Pamela,Lake Danielleport,-11.97,Commute,4.4,19.44,1,Card,Premium,One-Way,2022-04-19,2022,April,Tuesday,19
647,Personal,Port Danielville,UNKOWN,14.46,Meal/Entertain,5.0,3.92,1,Card,SUV,Unknown,2023-05-10,2023,May,Wednesday,10
648,Personal,Charlesbury,Charlesbury,12.69,Customer Visit,5.1,25.23,4,Uber Credit,Premium,Round-Trip,2020-01-20,2020,January,Monday,20
650,Business,Lake Marthaburgh,North Benjamin,33.49,Meal/Entertain,4.8,11.38,2,Uber Credit,Economy,One-Way,2022-06-02,2022,June,Thursday,2
651,Personal,North Brittneyland,North Brittneyland,26.27,Errand/Supplies,4.7,47.79,2,Card,Economy,Round-Trip,2024-12-11,2024,December,Wednesday,11
652,Personal,East Shannon,East Shannon,12.31,Meeting,4.6,32.66,3,Cash,Economy,Round-Trip,2020-12-21,2020,December,Monday,21
653,Business,Shannonfort,Taylorland,3.93,Meeting,4.3,40.46,3,Cash,Economy,One-Way,2021-08-20,2021,August,Friday,20
654,Business,South Carlos,Smithburgh,40.73,Errand/Supplies,4.7,15.13,4,Cash,SUV,One-Way,2022-10-29,2022,October,Saturday,29
655,Personal,Port Jasonland,Port Jasonland,15.59,Customer Visit,4.4,37.82,1,Card,Economy,Round-Trip,2021-01-03,2021,January,Sunday,3
656,Personal,Brownfort,Lake Sara,15.14,Commute,4.6,8.62,3,Uber Credit,Premium,One-Way,2024-11-01,2024,November,Friday,1
657,Business,New Jesusburgh,New Jesusburgh,14.76,Customer Visit,5.2,38.35,4,Cash,SUV,Round-Trip,2024-11-19,2024,November,Tuesday,19
658,Business,Taylorchester,Taylorchester,16.98,Commute,4.0,27.58,3,Uber Credit,SUV,Round-Trip,2024-11-01,2024,November,Friday,1
659,Business,Josephport,Josephport,13.56,Meeting,5.1,33.3,1,Uber Credit,Economy,Round-Trip,2022-11-28,2022,November,Monday,28
660,Business,Gonzalezchester,Gonzalezchester,9.26,Meal/Entertain,5.2,7.37,4,Card,Economy,Round-Trip,2022-06-15,2022,June,Wednesday,15
661,Personal,Jessicaland,Jessicaland,9.53,Meal/Entertain,4.4,11.57,1,Card,SUV,Round-Trip,2025-02-07,2025,February,Friday,7
662,Business,Robertberg,Robertberg,14.67,Customer Visit,3.4,33.96,4,Cash,Premium,Round-Trip,2024-12-24,2024,December,Tuesday,24
664,Business,Michaeltown,Michaeltown,7.87,Commute,5.1,31.95,2,Card,Economy,Round-Trip,2024-01-12,2024,January,Friday,12
665,Personal,Rayville,Rayville,16.06,Meal/Entertain,4.5,4.49,3,Card,Economy,Round-Trip,2021-08-26,2021,August,Thursday,26
666,Business,New Andreaville,New Andreaville,12.45,Customer Visit,4.0,37.72,3,Cash,Economy,Round-Trip,2025-01-29,2025,January,Wednesday,29
667,Personal,Walkerside,North Robertberg,30.04,Errand/Supplies,4.2,6.51,2,Uber Credit,SUV,One-Way,2023-12-16,2023,December,Saturday,16
668,Personal,Port Timothyport,UNKOWN,-11.51,Meeting,4.9,33.28,2,Uber Credit,Premium,Unknown,2023-11-30,2023,November,Thursday,30
669,Personal,Englishberg,Englishberg,25.92,Errand/Supplies,4.8,34.38,4,Cash,SUV,Round-Trip,2021-02-14,2021,February,Sunday,14
670,Personal,South Brittany,South Brittany,27.46,Meeting,4.4,145.5,4,Uber Credit,SUV,Round-Trip,2023-04-18,2023,April,Tuesday,18
671,Personal,South Rachel,Theresaborough,-5.73,Customer Visit,4.3,33.73,1,Uber Credit,Premium,One-Way,2020-08-24,2020,August,Monday,24
672,Personal,Cannonview,Cannonview,11.57,Errand/Supplies,4.3,28.91,1,Cash,SUV,Round-Trip,2024-01-26,2024,January,Friday,26
673,Business,East Allen,Bergshire,11.29,Customer Visit,4.0,16.92,3,Uber Credit,Economy,One-Way,2021-11-03,2021,November,Wednesday,3
674,Business,Victorton,Victorton,0.92,Meeting,5.3,9.87,2,Card,SUV,Round-Trip,2020-05-28,2020,May,Thursday,28
675,Business,Kristiebury,Kristiebury,7.22,Meal/Entertain,4.3,4.44,1,Cash,SUV,Round-Trip,2022-03-28,2022,March,Monday,28
676,Business,Woodschester,Woodschester,3.89,Meal/Entertain,5.1,30.24,3,Cash,Premium,Round-Trip,2023-03-02,2023,March,Thursday,2
677,Personal,Johnfurt,South Daniel,32.52,Meeting,5.3,1.53,2,Card,SUV,One-Way,2023-01-19,2023,January,Thursday,19
678,Business,Lake Sabrina,Benjaminshire,24.36,Commute,5.0,26.43,4,Card,SUV,One-Way,2020-07-19,2020,July,Sunday,19
679,Business,New Johnland,New Johnland,277.2,Commute,4.3,21.05,3,Card,Economy,Round-Trip,2021-09-08,2021,September,Wednesday,8
680,Business,Port Aaronchester,Port Aaronchester,22.22,Meal/Entertain,4.7,35.19,4,Card,SUV,Round-Trip,2021-12-26,2021,December,Sunday,26
681,Business,Lake Austinstad,Kathrynport,3.71,Meal/Entertain,4.5,20.47,1,Cash,Economy,One-Way,2022-03-29,2022,March,Tuesday,29
682,Business,Williamsport,Codyburgh,9.75,Errand/Supplies,4.0,20.06,1,Cash,Premium,One-Way,2024-09-11,2024,September,Wednesday,11
683,Business,Sherryberg,Zacharybury,19.89,Errand/Supplies,4.7,35.98,2,Cash,SUV,One-Way,2020-07-01,2020,July,Wednesday,1
684,Business,East Jennifer,East Jennifer,2.78,Meal/Entertain,3.9,30.03,3,Card,Premium,Round-Trip,2022-03-15,2022,March,Tuesday,15
685,Personal,East Paulport,East Paulport,22.13,Commute,5.1,29.74,4,Card,Economy,Round-Trip,2024-03-16,2024,March,Saturday,16
686,Personal,East Scott,East Scott,12.6,Errand/Supplies,4.3,32.04,2,Card,Premium,Round-Trip,2022-08-05,2022,August,Friday,5
689,Business,Lake Loriberg,Lake Loriberg,19.44,Errand/Supplies,4.4,34.19,3,Cash,Economy,Round-Trip,2021-03-12,2021,March,Friday,12
690,Business,Campbellfurt,Campbellfurt,11.39,Errand/Supplies,4.8,9.75,4,Card,Economy,Round-Trip,2024-06-26,2024,June,Wednesday,26
691,Personal,Taylorfurt,Taylorfurt,26.59,Customer Visit,4.3,21.34,3,Card,SUV,Round-Trip,2021-08-05,2021,August,Thursday,5
692,Personal,Taylorland,Taylorland,4.19,Meeting,4.9,24.41,4,Cash,Economy,Round-Trip,2020-10-27,2020,October,Tuesday,27
693,Personal,Seanport,Seanport,21.16,Meal/Entertain,3.8,22.98,4,Uber Credit,Economy,Round-Trip,2020-07-01,2020,July,Wednesday,1
694,Business,Carpenterside,South Stephanie,20.93,Commute,4.6,30.01,3,Uber Credit,SUV,One-Way,2020-03-07,2020,March,Saturday,7
695,Business,Mooreburgh,New Jaimechester,11.9,Commute,5.5,46.47,2,Card,Premium,One-Way,2024-01-09,2024,January,Tuesday,9
696,Personal,West Jenniferside,New Emilyburgh,18.26,UNKOWN,4.0,41.23,3,Uber Credit,Economy,One-Way,2020-12-10,2020,December,Thursday,10
697,Business,Robertberg,Robertberg,2.49,Customer Visit,4.2,5.32,3,Uber Credit,Premium,Round-Trip,2024-03-30,2024,March,Saturday,30
698,Personal,Blankenshipfurt,Blankenshipfurt,24.24,Commute,4.8,34.33,1,Cash,SUV,Round-Trip,2024-10-30,2024,October,Wednesday,30
699,Business,North Brian,North Brian,13.15,Errand/Supplies,4.6,44.93,1,Card,Economy,Round-Trip,2021-12-09,2021,December,Thursday,9
700,Business,New Kristin,New Kristin,9.77,Commute,4.7,30.8,3,Cash,Economy,Round-Trip,2023-12-12,2023,December,Tuesday,12
703,Business,Hendersonhaven,Hendersonhaven,0.92,Meal/Entertain,5.1,40.36,4,Cash,Economy,Round-Trip,2022-12-14,2022,December,Wednesday,14
704,Business,Braunshire,Frederickland,-0.57,Customer Visit,4.7,28.74,3,Card,Premium,One-Way,2024-08-26,2024,August,Monday,26
705,Business,West Troyberg,North Nicole,21.06,Customer Visit,4.4,40.68,2,Card,Economy,One-Way,2021-09-26,2021,September,Sunday,26
706,Business,North Ashleyborough,North Ashleyborough,2.2,Commute,4.8,27.17,2,Uber Credit,Economy,Round-Trip,2024-05-13,2024,May,Monday,13
707,Personal,East Melanieville,East Melanieville,32.55,Customer Visit,5.4,25.36,2,Card,Economy,Round-Trip,2022-02-21,2022,February,Monday,21
708,Personal,Marioburgh,East Russell,-5.82,Customer Visit,4.4,19.73,3,Card,SUV,One-Way,2024-08-25,2024,August,Sunday,25
709,Personal,Port Danielville,Joannahaven,31.96,Commute,4.0,48.45,4,Card,SUV,One-Way,2024-02-25,2024,February,Sunday,25
710,Business,South Susan,South Susan,171.1,Meeting,5.1,12.72,4,Card,Economy,Round-Trip,2020-10-15,2020,October,Thursday,15
711,Personal,Lake Christophertown,Lake Christophertown,14.03,Errand/Supplies,4.4,47.99,1,Card,Economy,Round-Trip,2023-08-15,2023,August,Tuesday,15
712,Personal,Mitchellview,Mitchellview,9.55,Meal/Entertain,3.4,32.5,3,Uber Credit,SUV,Round-Trip,2020-10-08,2020,October,Thursday,8
713,Personal,Smithburgh,Smithburgh,18.99,Meeting,4.9,4.01,4,Uber Credit,Premium,Round-Trip,2021-02-18,2021,February,Thursday,18
714,Personal,Emilystad,Emilystad,14.62,Customer Visit,4.2,30.51,3,Cash,Economy,Round-Trip,2022-02-03,2022,February,Thursday,3
715,Personal,South Dale,South Dale,26.03,Customer Visit,4.5,6.5,1,Card,Premium,Round-Trip,2023-03-14,2023,March,Tuesday,14
716,Personal,South Matthew,Anthonyfurt,16.14,Commute,4.7,34.38,1,Card,SUV,One-Way,2020-02-05,2020,February,Wednesday,5
717,Business,Port Theresashire,Port Theresashire,16.5,Meal/Entertain,4.6,38.28,1,Uber Credit,SUV,Round-Trip,2023-02-25,2023,February,Saturday,25
718,Business,Port Martha,Rayville,113.6,Errand/Supplies,4.9,16.11,2,Uber Credit,Premium,One-Way,2024-07-24,2024,July,Wednesday,24
719,Personal,North Alexandrachester,North Alexandrachester,14.43,Commute,4.3,26.85,3,Cash,SUV,Round-Trip,2025-03-20,2025,March,Thursday,20
720,Personal,Port Jessica,UNKOWN,18.08,Commute,4.8,54.31,1,Card,Economy,Unknown,2021-11-01,2021,November,Monday,1
721,Personal,East Benjamin,East Benjamin,-2.1,Errand/Supplies,4.4,17.41,3,Card,Premium,Round-Trip,2024-09-19,2024,September,Thursday,19
722,Business,Port Dean,Port Dean,1.52,Errand/Supplies,4.9,9.12,2,Cash,Premium,Round-Trip,2021-09-12,2021,September,Sunday,12
723,Business,Joyhaven,Joyhaven,22.43,Customer Visit,4.8,47.22,2,Card,Premium,Round-Trip,2024-12-22,2024,December,Sunday,22
724,Business,Ronaldfurt,Ronaldfurt,16.71,Commute,4.0,54.44,1,Card,Economy,Round-Trip,2023-09-03,2023,September,Sunday,3
725,Business,Murphyborough,Murphyborough,13.16,Meeting,5.0,25.06,1,Card,Economy,Round-Trip,2022-07-20,2022,July,Wednesday,20
726,Personal,Juanmouth,Fryeland,15.18,Meeting,4.2,40.17,4,Uber Credit,SUV,One-Way,2021-06-28,2021,June,Monday,28
727,Business,Lake Frankshire,Lake Frankshire,18.48,Commute,4.9,45.12,3,Uber Credit,Premium,Round-Trip,2021-01-18,2021,January,Monday,18
728,Business,South Janetside,South Janetside,9.6,Errand/Supplies,4.7,13.86,1,Uber Credit,SUV,Round-Trip,2024-06-23,2024,June,Sunday,23
729,Personal,Erinshire,Erinshire,7.22,Meal/Entertain,5.4,17.72,4,Card,Premium,Round-Trip,2021-07-03,2021,July,Saturday,3
730,Personal,Riverafurt,Riverafurt,16.96,Errand/Supplies,4.4,43.46,3,Uber Credit,SUV,Round-Trip,2021-12-22,2021,December,Wednesday,22
731,Personal,Masonville,Karenview,5.22,Errand/Supplies,4.3,50.28,1,Cash,Premium,One-Way,2024-07-14,2024,July,Sunday,14
732,Business,Taylorstad,Taylorstad,19.08,Meal/Entertain,4.5,33.44,4,Card,Economy,Round-Trip,2021-04-08,2021,April,Thursday,8
733,Personal,New Nicholas,New Nicholas,-2.03,Errand/Supplies,4.3,11.8,4,Card,SUV,Round-Trip,2021-05-22,2021,May,Saturday,22
734,Personal,North Kristina,North Kristina,25.29,Meal/Entertain,4.9,54.81,3,Card,SUV,Round-Trip,2021-11-11,2021,November,Thursday,11
735,Business,South Amber,South Amber,19.73,Commute,3.7,17.04,4,Card,SUV,Round-Trip,2022-03-03,2022,March,Thursday,3
736,Personal,Aprilville,Aprilville,17.56,Meal/Entertain,4.0,19.97,3,Card,SUV,Round-Trip,2024-05-06,2024,May,Monday,6
737,Personal,Lake Jenniferside,Lake Jenniferside,24.83,Meeting,4.0,30.14,3,Cash,Premium,Round-Trip,2024-03-26,2024,March,Tuesday,26
738,Personal,Brocktown,Brocktown,31.65,UNKOWN,5.0,48.31,3,Uber Credit,Economy,Round-Trip,2024-02-18,2024,February,Sunday,18
739,Personal,Craigborough,Craigborough,25.14,Errand/Supplies,5.4,37.81,2,Cash,SUV,Round-Trip,2020-10-26,2020,October,Monday,26
740,Personal,Jeremyview,Jeremyview,-3.41,Commute,4.4,31.22,4,Uber Credit,SUV,Round-Trip,2024-09-27,2024,September,Friday,27
741,Business,North David,North David,22.0,UNKOWN,4.4,31.95,3,Uber Credit,Economy,Round-Trip,2022-01-23,2022,January,Sunday,23
742,Business,East Ianhaven,East Ianhaven,8.75,Errand/Supplies,4.5,25.65,1,Cash,Premium,Round-Trip,2020-11-13,2020,November,Friday,13
743,Personal,North Thomas,North Thomas,15.26,Meal/Entertain,5.1,33.37,2,Uber Credit,Premium,Round-Trip,2020-08-26,2020,August,Wednesday,26
744,Personal,Huffmantown,East Melanieville,20.18,Commute,4.0,12.94,2,Uber Credit,SUV,One-Way,2021-06-28,2021,June,Monday,28
745,Personal,Patrickton,Patrickton,7.74,Commute,4.6,20.55,4,Cash,SUV,Round-Trip,2024-05-09,2024,May,Thursday,9
746,Personal,Juliaberg,Juliaberg,16.87,Meeting,5.0,28.62,3,Uber Credit,Premium,Round-Trip,2020-07-12,2020,July,Sunday,12
747,Personal,Bairdchester,Bairdchester,7.45,Commute,4.8,7.73,4,Card,Economy,Round-Trip,2021-04-24,2021,April,Saturday,24
748,Business,Tiffanyton,Lake Jessicafort,8.88,Errand/Supplies,4.6,30.79,2,Uber Credit,Economy,One-Way,2021-11-23,2021,November,Tuesday,23
749,Personal,North Brittneyland,Stacyshire,0.93,Commute,5.0,21.93,3,Cash,SUV,One-Way,2023-10-04,2023,October,Wednesday,4
751,Personal,East Michaelport,East Michaelport,1.48,UNKOWN,4.8,48.6,3,Card,SUV,Round-Trip,2021-07-02,2021,July,Friday,2
752,Personal,Hannahmouth,Hannahmouth,5.24,Errand/Supplies,4.2,18.01,2,Uber Credit,SUV,Round-Trip,2021-09-10,2021,September,Friday,10
753,Personal,South Staceyville,South Staceyville,25.54,Commute,3.6,22.74,1,Cash,Premium,Round-Trip,2023-01-16,2023,January,Monday,16
754,Business,Jaclynfurt,Jaclynfurt,5.51,Commute,4.8,23.89,3,Card,SUV,Round-Trip,2023-07-29,2023,July,Saturday,29
755,Personal,Kennethhaven,Kennethhaven,41.32,Meal/Entertain,5.2,18.23,1,Uber Credit,Economy,Round-Trip,2021-03-05,2021,March,Friday,5
756,Business,Adamport,Adamport,19.93,Commute,4.4,27.93,1,Card,Economy,Round-Trip,2020-01-29,2020,January,Wednesday,29
757,Personal,North Dannyview,North Dannyview,16.85,Meeting,5.0,13.63,2,Cash,SUV,Round-Trip,2022-04-28,2022,April,Thursday,28
758,Personal,Lake Elizabeth,Schneiderburgh,6.42,Meeting,5.3,8.04,1,Uber Credit,Premium,One-Way,2021-05-20,2021,May,Thursday,20
759,Business,New Hollychester,UNKOWN,22.0,Meeting,5.2,34.34,4,Card,SUV,Unknown,2021-12-25,2021,December,Saturday,25
760,Business,North Joseph,Lewisview,9.24,Meeting,5.3,34.44,2,Cash,Economy,One-Way,2020-09-25,2020,September,Friday,25
761,Personal,Caitlinstad,Caitlinstad,16.22,Commute,4.9,12.94,4,Card,SUV,Round-Trip,2021-10-27,2021,October,Wednesday,27
762,Personal,Lake Michael,Lake Michael,40.6,Meal/Entertain,4.5,38.43,1,Uber Credit,SUV,Round-Trip,2020-05-20,2020,May,Wednesday,20
763,Personal,West Russell,West Russell,14.04,Errand/Supplies,3.7,15.53,4,Cash,Economy,Round-Trip,2023-06-15,2023,June,Thursday,15
764,Business,Port Maria,UNKOWN,26.49,Commute,4.4,28.8,3,Uber Credit,Premium,Unknown,2022-02-09,2022,February,Wednesday,9
765,Business,Port Josephland,Port Josephland,7.97,Customer Visit,4.1,37.31,1,Card,Economy,Round-Trip,2021-08-26,2021,August,Thursday,26
766,Personal,New Ashleymouth,New Ashleymouth,14.65,Commute,5.6,24.5,3,Card,Premium,Round-Trip,2022-11-18,2022,November,Friday,18
767,Business,West Cynthiachester,UNKOWN,32.71,Meeting,4.4,31.82,4,Cash,SUV,Unknown,2024-07-19,2024,July,Friday,19
768,Personal,Victoriaside,Victoriaside,8.73,Customer Visit,4.6,17.25,3,Card,Economy,Round-Trip,2021-01-20,2021,January,Wednesday,20
769,Personal,South Cynthiaville,South Cynthiaville,33.12,Commute,4.8,22.05,1,Uber Credit,Economy,Round-Trip,2023-11-17,2023,November,Friday,17
770,Personal,Danielsborough,Port Stefanieside,22.08,Meal/Entertain,4.5,21.91,3,Card,Premium,One-Way,2021-07-11,2021,July,Sunday,11
771,Business,Alexanderview,Carolfurt,9.38,Meal/Entertain,5.3,13.8,4,Uber Credit,Premium,One-Way,2020-12-19,2020,December,Saturday,19
772,Business,South Richardfurt,South Richardfurt,21.32,UNKOWN,4.2,22.35,4,Card,Economy,Round-Trip,2020-07-06,2020,July,Monday,6
773,Business,New Karen,UNKOWN,24.73,Errand/Supplies,4.6,1.77,4,Uber Credit,SUV,Unknown,2020-03-03,2020,March,Tuesday,3
774,Business,Dunnport,UNKOWN,21.22,Customer Visit,4.1,17.63,1,Uber Credit,Economy,Unknown,2024-09-07,2024,September,Saturday,7
775,Personal,Priceshire,Martinezshire,-0.7,Meal/Entertain,3.8,20.73,4,Uber Credit,SUV,One-Way,2021-07-23,2021,July,Friday,23
776,Business,South Kevin,South Kevin,7.73,Customer Visit,4.2,21.16,1,Card,SUV,Round-Trip,2023-10-13,2023,October,Friday,13
777,Personal,Annbury,Annbury,12.52,Meeting,4.5,21.38,3,Uber Credit,SUV,Round-Trip,2023-12-05,2023,December,Tuesday,5
778,Business,Mackenzieside,Mackenzieside,14.26,Meeting,4.3,24.07,4,Cash,SUV,Round-Trip,2021-10-30,2021,October,Saturday,30
779,Business,Kennethland,Kennethland,21.21,Errand/Supplies,4.2,32.19,3,Card,Premium,Round-Trip,2022-04-02,2022,April,Saturday,2
780,Business,Murraymouth,Davisburgh,167.8,Customer Visit,3.8,38.12,2,Uber Credit,Premium,One-Way,2021-08-16,2021,August,Monday,16
781,Personal,Port Jillian,Port Jillian,1.65,Customer Visit,4.5,15.25,3,Uber Credit,Economy,Round-Trip,2020-02-05,2020,February,Wednesday,5
782,Business,Grayville,Grayville,18.8,Customer Visit,3.7,6.95,2,Uber Credit,Premium,Round-Trip,2024-04-20,2024,April,Saturday,20
783,Business,Fostershire,Fostershire,21.11,Customer Visit,4.9,9.37,3,Uber Credit,Economy,Round-Trip,2020-10-29,2020,October,Thursday,29
784,Personal,North Jasonchester,Codyburgh,20.6,Errand/Supplies,4.5,17.69,1,Cash,Economy,One-Way,2022-03-09,2022,March,Wednesday,9
785,Personal,Williamsville,Williamsville,25.81,Meal/Entertain,3.8,19.72,3,Cash,SUV,Round-Trip,2020-04-02,2020,April,Thursday,2
